id,result,context
f00f7a0f-b8be-4222-9a95-18e8492b5d3d,success,"{'amount_in': 50000, 'amount_out': '8410', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
0155aeb3-8ac1-41b7-a58a-fd6366cf0d09,success,"{'amount_in': 50000, 'amount_out': '8410', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
d966e240-77ab-4849-9d2d-c635dbfc52f9,success,"{'amount_in': 50000, 'amount_out': '8410', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e718b6b2-dd11-48a5-86ef-d1e2978e2d8a,success,"{'amount_in': 50000, 'amount_out': '8410', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e5f01a07-1111-43f2-b6db-bcd343cde17c,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
a5f2b289-7365-46fd-975b-e0601fe38996,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e39d5e53-5f4c-4692-b852-0fc00d6582c2,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e79de911-e76f-48f5-9590-877f3c7c6dff,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
fc9df75f-68f7-4268-848a-2887d474bd33,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
b7a62ac1-c358-44f0-bd5a-216c9c87cca7,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
03af6ab4-11d0-45e5-b21f-8f254b1e7184,success,"{'amount_in': 50000, 'amount_out': '8409', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
032ae769-d847-40e2-a8b5-950f7c9694a7,success,"{'amount_in': 50000, 'amount_out': '8412', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
492f0eb6-b40a-4a47-83ed-c7f4afdc7e95,success,"{'amount_in': 50000, 'amount_out': '8412', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
845773d6-1592-44f4-8fee-534ff65717d8,success,"{'amount_in': 50000, 'amount_out': '8412', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
281e0040-6709-44e4-b68a-88e47d2c86e1,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
5e2fdac6-0e4c-441e-9884-62d3e6258b83,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
cf110363-ec64-4f8a-bb1d-864ee0eb55a0,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
375aefe2-9ab9-4a6a-ad16-018e124e5e18,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e2c703c2-a15f-44b2-a71d-7eb68e62ccd7,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
ca596718-3bb0-4644-91e1-76764b64f4a6,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
27b14c86-9538-4e30-a22a-5e2de5e87b7c,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
f2d9d465-0ee6-4d25-a623-71af9745216f,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
06fb9819-66f9-4865-9ac0-eb9b7abd2e96,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
95e1a822-4578-4538-96e0-df9bb8111cef,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
a5765c68-5e8f-404d-8667-c021deeab8e4,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e2cd7885-58da-4403-9787-8148d23f382a,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
61acf476-e2cb-4bff-ab00-f48fefb62b54,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
41f9c425-ac2c-4805-a841-aa4dad105d6a,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
909117d3-2777-4071-9807-dd2a27ae38f1,success,"{'amount_in': 50000, 'amount_out': '8386', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
37f99101-9baa-4e54-81d8-0908fb6ef3e1,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
4273a64b-270f-4734-9f19-1873aec5dcba,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
dec02ad1-dd12-42e4-9d2b-f7fb0089fc95,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
be26c4e3-25c4-4285-8aef-94c19a1b4720,success,"{'amount_in': 50000, 'amount_out': '8384', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
3f22954d-7fe0-4839-8aee-e1d74ebdc802,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
b573d75d-05bb-43b3-94d3-60a8a72a6d46,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
b6da0f5d-9a93-41fc-82bf-3fc780f75c61,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
9e0ccf9a-eca4-4771-b6e1-cb8a4269a068,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
6d5e81b4-1454-4eb0-a53f-3debeb6c3793,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
37c68094-91c7-4dfa-bf73-41a80e6c0cee,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
40f480d1-150e-4e57-9807-63d1f6505530,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
70972442-36d9-4dbf-9c6a-b00fab0cc5dc,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
2e89bde6-4639-4d85-bf9a-34b2c89a17b7,success,"{'amount_in': 50000, 'amount_out': '8395', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
41a2b016-cd5c-4b35-8429-a9830f12738e,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
5193b258-fd61-4e90-934d-f8a5f8f1175d,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
1acbb4b1-2868-4c3e-a4e7-adf9ac2201f7,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
74285226-5923-4fae-9cac-742a1e40f3e6,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
887ee0a0-7ea0-46df-8ef9-599a24f0686e,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
9a245bc3-5e7d-42f0-a1c9-4cf52a40a0bf,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e1520b9c-f505-4de7-9c92-dde42f84fffe,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
e41ca95c-6bac-465e-b8bc-5acec35ec2cf,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
9c516c65-6298-48d3-9ada-99a0a04b4c80,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
b6a5bb5d-920e-4442-9cd1-1a42fb93679c,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
91b5d3a7-a67c-40a2-a2ca-42abddebaf1b,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
1cefc7d0-6608-4007-9f83-418e9870198d,success,"{'amount_in': 50000, 'amount_out': '8396', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
19646ef3-38f0-4a67-81e2-e5106b2d6f58,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
08c6be49-f18d-48a3-b712-f35b753f800d,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
a441cdd0-d226-4d08-b268-f6c33180b609,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
8be65aac-3fe4-4c4b-bcaf-f59239c2461d,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
9023254b-57e3-46a3-80bc-a786fdf31202,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
9a149da0-6420-4425-a016-b594066e11c4,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
17de0102-8e80-43c0-94f6-94982f9c3abb,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
00f7b450-2fbe-42ca-b9e2-cfdc2abc2e6b,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
3a2dfd42-a617-437d-a91f-af5237ed801b,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
2f973bbe-e808-47f3-8f8c-7a509512419e,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
3697dc41-9182-4e82-98d9-357a442c464c,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
df335b49-1616-4a4f-8180-306a3a1e45a0,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
f8b835c0-7826-4c60-8cb8-d642bf7b5445,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
7a691af8-4b47-47e5-9a57-d51d9ba9662b,success,"{'amount_in': 50000, 'amount_out': '8425', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
312ad563-a48f-484c-ac33-8d8d8eee9e41,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
ef1be97c-b31f-402b-9ad7-a4b3b11ae5b9,success,"{'amount_in': 50000, 'amount_out': '8428', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
f208c6d3-9df4-494a-bb85-62ec9035dbee,success,"{'amount_in': 50000, 'amount_out': '8428', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
13244207-bee8-4760-bb47-878a85eef8bf,success,"{'amount_in': 50000, 'amount_out': '8428', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
cf49dec4-2c7f-4653-8563-8e8b7a409cf3,success,"{'amount_in': 50000, 'amount_out': '8427', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
1ab74c96-1adc-4475-ab55-11bfc5423cfc,success,"{'amount_in': 50000, 'amount_out': '8427', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
dfe8833c-01b2-4ed5-a108-cdaa975e555d,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
eea3060b-88af-4df2-9fa2-f4264c0244d0,success,"{'amount_in': 50000, 'amount_out': '8424', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
f5672836-6d96-4a4e-83ab-1af303fc753c,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
7f0d62c7-1373-48f2-8b28-b554c59fb4b7,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
361db5d5-cc49-476f-bb0b-8951c206508a,success,"{'amount_in': 50000, 'amount_out': '8426', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
69f24438-88bb-4f85-a491-c3b950ee8614,success,"{'amount_in': 50000, 'amount_out': '8470', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
4d4808b6-90a3-4c9f-a9ab-9db7110d7662,success,"{'amount_in': 50000, 'amount_out': '8470', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
98cdc489-b931-4b8c-aab0-9f9fff6c6286,success,"{'amount_in': 50000, 'amount_out': '8469', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
07885ded-d61a-4656-aef6-861d2e0ad1af,success,"{'amount_in': 50000, 'amount_out': '8469', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
367bc608-d406-4667-9603-641eb8ee7c27,success,"{'amount_in': 50000, 'amount_out': '8469', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
0e087d3e-5986-4cf9-8766-baaf0333e81d,success,"{'amount_in': 50000, 'amount_out': '8483', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
597d3f55-42f3-474a-820e-d87d6e5010e3,success,"{'amount_in': 50000, 'amount_out': '8483', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
8046dc96-f522-46d5-a4eb-745d8f4cabae,success,"{'amount_in': 50000, 'amount_out': '8479', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
f60496ef-d74c-49c0-9a79-f04eeb20d18a,success,"{'amount_in': 50000, 'amount_out': '8502', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
0eec1955-b380-46a7-9a87-93f3979af4c6,success,"{'amount_in': 50000, 'amount_out': '8502', 'input_token': 'So11111111111111111111111111111111111111112', 'output_token': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}"
